predictors interp Dz Dt z_max normalisation metric linkage n_clusters CHindex
0 0 0 2 2 0 2 1 0 0.30981662156317663
0 1 2 4 3 1 2 4 1 0.7574015564790938
0 1 2 2 3 1 2 2 4 0.6064465454932249
1 0 3 3 3 1 2 5 1 0.9852307333746809
0 0 2 1 1 0 0 5 1 0.426907797362069
0 1 1 1 1 1 0 5 0 0.4162478918234896
0 0 2 0 2 1 2 3 0 0.0009353662892664011
1 1 1 4 1 0 3 3 2 0.00035737800140720074
1 1 2 1 0 1 3 3 1 0.02715130659607337
1 1 0 0 0 0 2 5 0 0.4794998097917234
0 0 1 0 2 0 3 5 3 0.4372460608461777
1 1 0 2 3 1 0 5 1 1.010912087403166
0 1 2 1 0 1 0 2 0 0.6979790524381303
1 1 3 3 1 0 2 5 4 0.8478122218048514
0 0 0 0 3 1 1 5 1 0.39452059570932385
0 1 0 1 0 1 0 3 2 0.033704604666011155
1 1 1 4 2 0 0 5 1 0.3495947564298397
1 1 1 2 2 1 3 3 1 0.0005739273795796415
0 1 1 2 1 1 3 0 3 0.7799663280576165
0 0 2 2 2 0 2 5 5 0.42393826060149964
0 1 0 0 0 1 0 5 4 0.889700586019547
1 1 3 3 1 0 3 3 5 0.04007043141252948
0 0 1 0 1 1 2 4 1 0.8287216950821779
0 1 1 4 2 1 2 2 5 0.7149149389065499
0 0 1 0 1 1 2 0 1 0.47571747141714216
0 1 0 1 0 1 1 5 0 0.6483030274804271
1 1 1 1 0 0 2 1 0 0.5280195719788287
0 0 0 0 0 0 0 0 5 0.6630602853457795
1 1 0 1 1 0 2 1 4 0.6005948848565973
0 0 0 2 1 1 0 0 5 0.5598029943495265
1 1 1 2 1 0 2 4 5 0.730545125416676
0 1 2 4 2 1 0 3 4 0.000820750853091784
1 1 3 3 2 0 1 5 3 0.3083455694060743
0 1 0 4 0 1 2 4 5 1.0376753239098846
0 0 2 1 1 1 2 0 4 0.6948267014490933
1 1 0 2 2 0 2 1 1 0.49573258322062175
0 0 1 2 0 0 0 2 0 0.5545986161939057
0 0 1 2 3 1 2 0 3 0.5512055222468327
0 0 2 2 0 0 2 3 2 0.24198861913191677
0 0 2 0 0 0 2 4 5 0.8081891039302113
0 0 2 2 2 1 3 0 0 0.2294826571694358
1 1 3 3 0 1 0 0 5 0.837807699396901
1 0 2 1 3 1 2 0 5 1.1251440809539806
1 0 2 2 2 1 0 5 5 0.54578685174576
1 1 2 2 0 0 0 0 0 0.6914633268344617
0 1 0 0 1 0 2 2 4 0.811767608174281
1 1 1 1 1 1 2 4 1 0.8283944939733866
1 1 3 3 2 1 2 3 1 0.09474099269163708
0 0 1 2 2 1 1 5 3 0.7372102404042757
0 0 3 3 0 0 0 0 5 1.009001092872485
0 0 1 0 3 1 2 3 3 0.00030309796213352764
0 1 3 3 3 0 0 2 3 0.6839289495145406
1 0 1 2 2 0 3 5 0 0.0897620283137571
0 1 0 1 0 0 2 4 1 0.9263574983107216
0 0 0 0 0 1 1 3 4 0.0004885796967690207
0 0 0 1 1 0 0 0 4 0.4233854998205604
0 1 0 1 1 1 0 5 1 0.4991486737588804
0 0 2 1 1 1 3 3 3 0.09370125763310334
1 0 0 2 2 0 3 0 5 0.4787499738148617
0 0 0 1 0 0 3 3 5 0.0013473473370696066
0 0 1 0 0 0 1 3 3 0.0013410636247195755
0 0 0 2 1 1 1 5 2 0.6197102682967659
1 0 2 0 2 1 2 0 3 0.6537082422403117
0 1 0 1 2 0 3 2 1 0.3943025301494374
0 1 3 3 2 0 0 2 2 2.249545277948603
0 1 1 2 3 0 3 3 0 0.056393770216415964
0 1 0 0 2 0 2 4 1 0.7859795534451314
0 1 0 4 3 0 3 3 4 0.00015498085032698397
0 0 3 3 2 1 0 0 5 1.6849118290201999
0 1 2 4 0 0 0 0 5 0.8995694356675968
1 1 0 1 3 0 3 5 0 0.4659423677916188
1 0 0 1 2 1 1 5 3 0.8023488582826116
0 1 0 1 0 0 1 5 2 0.5930703634929294
0 0 2 1 1 0 0 2 0 0.45871760501301345
1 0 1 1 1 1 2 5 5 0.6729498832866319
1 1 2 4 1 0 2 3 0 0.0004338982647087002
1 0 1 0 3 0 1 3 0 0.0003195590045733997
1 0 1 2 3 1 3 0 3 1.0590254095082083
1 0 2 1 0 0 2 3 5 0.0748176027210451
1 0 1 2 1 0 0 0 3 0.3846727806582331
0 1 0 1 2 0 0 0 2 0.33897807830645066
0 0 1 2 1 0 2 2 5 0.6261544023596667
0 1 0 1 1 1 1 5 5 0.5738982174032713
1 0 2 1 2 1 0 3 5 0.02756885542796411
1 1 1 4 0 0 2 4 3 0.8081209691291655
0 0 0 1 0 0 2 4 5 0.8539806647196568
1 1 0 4 1 0 2 5 3 0.4940989493701207
1 1 3 3 0 1 3 5 3 0.8812053135694595
0 1 1 1 0 0 1 3 1 0.05430585408725449
0 1 0 0 1 0 0 5 1 0.7572292720595024
1 1 2 2 0 1 1 2 5 0.9618757251041445
1 0 1 2 3 1 0 3 1 0.0005045716699307977
0 0 2 1 2 1 2 2 3 0.5734802463701301
1 0 1 2 2 0 3 5 2 0.3977417863159328
1 1 1 4 2 0 1 0 3 0.568419256873376
1 1 1 2 1 1 1 2 3 0.6286043021404536
1 1 2 4 2 1 0 2 3 0.9868084388101904
1 1 2 0 3 0 3 2 0 0.6901669531717674
0 1 1 2 2 1 1 2 0 0.7050018327342493
0 0 1 0 0 1 1 5 4 0.5291256259006726
1 0 2 2 2 0 3 0 2 0.3508587700805722
1 1 2 0 3 1 1 0 2 1.2260050507605316
1 1 2 4 3 1 0 5 2 1.0265088891807057
0 0 1 0 2 1 0 0 1 0.7716069543404526
0 1 2 2 1 1 2 3 2 0.17762968932037004
1 1 0 4 1 1 3 0 5 0.6628003002906226
0 1 2 2 1 0 1 0 3 0.6886826839500785
1 1 1 1 0 0 2 2 1 0.8138510862090993
1 1 2 1 0 0 2 2 4 0.849323849084585
0 0 0 0 1 1 2 0 1 0.20009491106689134
0 0 2 2 2 1 1 3 2 0.025784427988165153
0 1 1 1 3 0 3 2 3 0.5498269584864423
0 1 1 4 0 0 2 1 2 0.691719105588516
1 0 0 2 1 0 2 1 5 0.5640222822353121
1 1 2 2 1 0 3 2 2 0.6909520804525192
1 1 2 0 1 1 1 0 4 0.7801008739686848
0 0 0 2 0 0 3 3 1 0.0032108391871201757
1 0 0 2 3 0 3 3 4 0.007623811613492028
0 1 2 2 1 0 2 4 5 1.0046845746540238
1 1 0 2 0 0 0 2 1 0.5267094974679377
1 0 1 2 3 1 2 5 0 1.3977547423872798
0 1 2 0 0 1 0 3 4 0.0014242461853561299
1 0 2 0 2 0 3 5 0 0.08778119266920009
1 0 1 2 2 1 3 3 1 0.000644945390230455
0 0 2 2 1 1 3 2 5 0.8091206627133074
1 0 2 0 0 0 2 1 2 0.5084807951546678
0 0 0 2 1 0 1 5 4 0.596984231287393
1 1 2 2 0 1 2 4 1 0.7183275265122224
1 0 2 2 3 1 2 4 1 1.1673461810679364
1 0 0 2 3 0 3 3 1 0.00029739222039209086
1 1 2 4 1 0 2 4 3 0.8283034069495951
1 1 0 2 1 0 0 0 4 0.5276363683492077
0 1 1 1 3 1 0 2 1 0.7671342967869261
1 0 0 1 0 0 1 2 5 0.5660728183586108
0 0 2 1 0 1 1 5 0 0.6042309049890554
1 0 2 0 3 0 2 3 5 0.0007576801231701109
0 0 2 2 2 0 2 4 4 0.7119812454251314
1 1 0 1 1 1 2 2 2 1.0536049483910401
0 1 2 0 2 0 0 3 1 0.0007389199375873968
0 0 2 0 2 1 2 3 0 0.0009353662892664011
0 1 2 2 0 0 0 2 4 1.0446754196492871
1 0 3 3 3 0 3 0 1 0.7177091717720161
1 1 2 0 2 1 2 1 5 0.6380141411617289
1 1 1 1 2 1 1 0 5 0.9814849754541829
1 0 0 2 1 0 2 2 4 0.5849381022824679
1 0 1 1 1 1 1 2 2 1.0074578032932746
1 1 0 0 2 0 1 2 5 0.5250775878937756
1 0 0 0 2 1 1 5 5 0.7603320975205423
1 1 1 4 0 1 0 2 1 0.906743009619832
0 0 2 0 1 0 2 3 2 0.00109327243108791
0 1 1 4 3 1 0 5 1 0.7345020157875181
1 1 0 1 2 0 3 5 5 0.4807541664974257
0 1 1 4 1 0 2 5 3 0.787856783180849
0 0 3 3 3 1 3 0 2 0.818440336204559
1 1 2 4 1 1 2 2 3 0.7631378544164198
1 1 2 4 3 1 1 2 3 1.406702649943268
0 0 2 1 0 1 0 5 2 0.6483754110893564
0 0 2 2 0 0 3 0 5 0.7755075686904652
1 1 0 2 0 1 2 4 0 0.7555785325204403
1 1 2 0 1 1 2 3 4 0.0008269221841836565
1 0 3 3 3 1 0 5 1 0.8926022431734881
0 0 2 2 3 0 2 4 1 0.5403731563051922
1 1 1 2 3 0 3 3 5 0.032767206602685964
1 0 2 2 2 1 2 5 5 0.7659555121823696
1 0 0 2 1 1 3 2 1 0.737328721257947
0 1 1 2 2 0 1 0 3 0.33492773720520996
0 1 2 4 3 1 2 2 3 0.8559111285742419
0 1 0 4 2 1 2 0 1 0.850519881523586
1 0 0 0 2 0 2 3 2 0.000128181782830112
0 1 1 4 1 1 1 2 1 1.002312493596573
1 0 2 1 1 1 3 5 1 0.7075280267972875
0 0 3 3 0 0 1 0 3 0.9339283550640861
0 0 1 2 2 0 0 0 1 0.16365888032264914
0 1 1 4 3 0 0 2 5 0.44605346376236615
1 1 0 4 1 0 1 2 3 0.6235101999523178
1 1 2 1 3 0 1 3 3 0.012594412774934095
1 1 0 0 1 0 2 2 5 0.5947217776590487
0 1 3 3 2 1 0 2 3 2.415067636411151
1 1 1 2 2 1 0 5 4 0.8165501064389784
1 0 2 2 0 0 0 3 5 0.09006613524909171
0 0 0 1 1 1 2 2 1 0.5471853879440519
1 0 1 0 0 0 2 1 4 0.5633301494700577
1 1 1 4 1 1 2 0 4 0.9077990019199509
0 1 1 0 1 1 0 3 1 0.0015865881182369958
0 1 0 2 2 1 1 0 0 0.2775123215932378
0 1 2 0 3 0 0 2 0 0.5547466536882464
1 0 2 2 1 1 3 5 2 0.6238920477103093
0 0 2 2 0 0 2 5 0 0.5401075918225372
0 1 2 4 0 1 0 0 2 0.7121472311985432
1 1 3 3 2 1 2 4 4 1.0924106366113853
0 1 0 2 0 0 3 5 1 0.4045987498913655
0 0 0 0 3 0 0 3 3 0.00023081267703631568
1 0 1 1 1 0 2 1 1 0.6552389129372109
1 1 1 1 3 1 1 3 1 0.0005800699692962383
0 0 1 2 3 0 3 3 0 0.0011767464972039577
1 1 0 4 0 1 1 5 4 0.7196060919849259
0 0 2 2 1 1 3 2 2 0.717506253104632
1 0 1 2 1 0 1 3 0 0.0010565230619779373
0 1 0 2 2 0 1 2 5 0.7922942995491375
0 1 0 4 1 1 3 0 2 0.3605733360604179
1 1 1 4 3 1 2 4 2 1.2936150908388107
0 0 1 1 2 1 1 3 1 0.0013274901202262063
1 0 1 2 3 1 2 0 1 0.8713473122965182
1 0 2 2 1 0 1 5 2 0.7064534314962773
1 1 0 4 0 0 2 0 1 0.8053238540021266
1 1 2 2 0 0 2 0 4 0.8057253515745577
1 1 3 3 3 1 2 5 3 0.9771350164946013
0 1 0 2 2 0 1 2 5 0.7922942995491375
1 0 1 2 1 1 1 3 3 0.010449575481589595
1 0 0 0 2 0 3 2 3 0.6078906083389719
1 1 1 0 0 1 3 3 4 0.0005461150248227271
1 0 2 0 3 0 2 0 5 0.530768373804306
0 0 0 0 1 0 2 4 1 0.9490666556893652
1 1 0 2 2 0 1 2 2 0.6395176484187821
1 1 3 3 3 1 3 2 2 1.0028932117287963
0 1 1 0 2 1 0 3 2 0.0017492480391564787
0 1 2 0 3 1 0 5 5 0.716080296944111
1 1 1 1 1 1 0 2 5 0.8349629182571526
1 0 1 0 3 1 0 5 1 0.7414574950794811
1 1 2 2 0 0 0 5 4 0.6975807781962905
0 1 0 1 0 1 1 5 4 0.8916975358352126
0 1 2 1 3 0 1 3 0 0.06870320614252608
1 0 2 2 2 0 0 5 5 0.31085750302804543
0 1 1 1 1 0 0 3 0 0.09162548801311683
1 1 1 2 1 0 2 2 3 0.6814608102244538
0 0 2 1 3 0 2 0 5 0.4684828191085914
1 1 2 2 0 1 3 0 0 0.8112246873015627
0 1 0 4 3 0 2 4 5 0.7907105832958087
1 0 3 3 2 1 0 5 0 0.8437350789966401
1 1 0 0 2 0 3 3 4 0.00016200526629273272
1 0 1 2 2 1 2 0 3 0.736859917156237
0 1 1 1 2 1 0 0 5 0.4489294442072906
1 0 0 2 0 1 1 2 3 0.7494119974535969
0 0 0 2 3 1 2 0 4 0.6295490106031438
1 1 1 1 0 1 1 5 4 0.8274494911094062
0 1 2 0 3 0 0 5 5 0.5102940650709248
1 1 0 0 0 1 1 2 5 0.7924444171873518
0 1 1 1 2 1 2 4 5 0.95275656620816
0 1 0 0 3 1 2 4 2 0.9049373800217423
0 0 2 1 3 0 1 2 5 0.661290281460602
0 0 2 0 1 1 1 2 0 0.3409463404558904
1 0 2 0 0 0 3 3 0 0.0006825765327220735
0 0 2 0 3 0 3 2 0 0.1742383187302873
0 1 0 4 2 1 0 3 3 0.0002687873647597633
0 1 0 2 1 1 1 3 4 0.09553797871455136
1 0 0 1 0 1 1 0 2 0.8271510796506667
1 0 2 0 1 0 1 0 4 0.5574522533486121
1 1 2 0 3 1 1 3 3 0.0002813579011160162
0 1 3 3 1 0 1 2 1 0.7257564505101363
0 1 3 3 2 0 0 3 4 0.0018794222280520056
1 1 1 4 1 1 3 0 3 0.8563786575078267
1 1 2 1 1 0 0 2 3 0.3744256460809226
0 0 0 0 1 0 2 3 1 0.00035900132653675517
1 1 0 2 1 1 0 5 4 0.8051859987577796
0 1 0 0 3 0 1 0 3 0.45132625349866584
0 0 2 2 0 0 0 3 1 0.019769400601439894
1 1 2 0 2 0 1 2 3 0.6566135287731926
0 1 2 1 2 0 3 5 2 0.3399321090613656
0 0 1 1 0 0 0 2 3 0.6128576302732123
1 0 0 1 2 1 3 0 4 0.8406661226334897
0 0 2 0 1 0 2 0 4 0.5359008958219671
0 0 2 1 0 0 2 1 1 0.34942904279013554
1 1 1 2 3 1 0 0 5 1.0426562595866886
0 1 1 0 2 0 0 5 0 0.09576531804546545
0 0 3 3 1 1 3 2 1 1.0924324088524278
1 1 2 4 3 1 0 5 3 0.9656552785175556
0 1 1 4 1 1 0 0 2 0.564537831725929
1 1 3 3 2 0 0 5 5 0.6171105885871262
0 0 2 2 1 1 3 3 0 0.0030302124839858935
1 1 1 0 2 1 2 5 2 0.9843257470792748
1 0 1 2 1 0 1 0 2 0.48521951476494146
1 1 2 1 1 1 1 0 0 0.6971223602431016
0 1 1 4 3 0 3 3 0 0.0001419242443394187
1 0 3 3 2 0 0 0 5 0.6488575752075404
1 0 2 0 2 0 0 3 5 0.0006467289855014117
1 0 1 0 0 1 3 2 0 0.5359953059411766
0 0 0 0 3 1 2 0 3 0.5049391081110114
0 0 3 3 3 1 3 2 2 0.8421796413739576
0 0 0 2 1 1 2 0 1 0.5227967657709324
0 0 0 0 1 0 0 2 3 0.904802153403042
1 0 1 1 1 0 3 2 2 0.5758831931149484
0 0 0 2 2 1 1 3 0 0.0007906358855870362
0 1 3 3 0 1 2 5 0 0.7576766813124339
0 0 1 1 2 0 1 5 4 2.381812301263797
1 0 2 2 3 1 2 0 0 1.4484080019435073
0 1 2 1 2 1 0 0 0 0.28765408159011824
1 1 1 0 3 1 0 5 5 0.9714524434308062
1 1 0 0 1 0 2 5 4 0.5126965596088097
1 1 0 4 1 0 0 3 4 0.0002624524486090664
1 1 1 0 0 1 1 2 2 0.7924300637853089
1 1 2 4 0 0 1 3 1 0.00032671459992819076
1 1 1 1 2 1 2 5 0 1.0937386449887432
0 0 1 2 0 1 2 4 0 0.6312354590835115
1 0 3 3 1 1 2 4 2 1.055308280034658
0 0 2 1 3 0 2 5 0 0.116690641728997
1 1 0 2 3 0 2 1 0 0.22346334852313338
1 0 2 0 3 0 2 3 2 0.0009384549750460085
0 1 0 0 0 0 2 0 4 0.5771248358343287
1 0 3 3 2 1 0 3 4 0.19415640317284552
1 1 0 1 1 0 3 0 2 0.5114226876061119
0 0 0 2 2 1 3 5 2 0.33573282221714346
0 0 2 1 3 1 0 0 3 0.6479900029584045
0 1 3 3 0 0 0 3 4 0.021159566627045608
1 0 1 2 3 0 1 2 1 0.7620370654955357
0 0 2 1 2 0 3 2 2 0.541285571483491
0 0 1 1 1 0 3 3 4 0.09952832043706818
0 1 1 0 0 1 0 0 3 0.6479886486931801
1 1 0 2 2 0 3 2 3 0.552828116190048
0 0 3 3 1 1 3 3 0 0.06484478671161963
0 1 1 2 2 1 3 3 3 0.07553410553780332
0 1 1 0 0 1 2 4 1 0.9683597447495448
0 0 1 2 3 0 0 0 5 0.37768399148575443
0 1 0 4 1 1 1 2 5 0.7164456030901434
0 1 1 0 0 0 3 3 2 0.0013891653088800244
0 1 0 2 0 1 2 4 0 0.7353272615891612
0 1 0 1 1 0 2 5 5 0.5743298608851769
1 1 1 1 2 0 2 0 0 0.28697349265060373
1 1 2 4 3 0 2 5 5 0.5872501021789629
0 1 2 1 2 1 1 2 5 0.8263326699986848
0 0 3 3 3 0 2 4 5 0.8799502083000871
0 0 2 0 3 0 1 5 4 0.47714209069658703
1 1 0 4 2 1 0 3 3 4.8293372623522756e-05
1 1 2 2 3 1 1 0 0 1.601920105046291
1 1 2 0 1 0 2 4 4 0.7512031106602733
1 0 1 2 2 1 2 4 5 0.8676523398537842
0 1 0 1 0 0 1 2 0 0.7556348642053545
0 0 0 1 0 1 2 0 4 0.8163054155676792
1 1 2 1 3 0 0 5 3 0.6766488041336559
0 0 2 1 2 0 1 0 4 0.4086577305601609
0 1 2 0 1 1 0 2 5 0.7969436772690272
1 1 1 4 1 1 2 0 3 0.9942022082854127
0 1 2 0 2 0 1 2 1 0.7750304431425791
1 1 2 4 1 0 0 5 2 0.4053854874421648
0 1 0 4 2 1 2 3 4 0.0002356371370437559
1 1 2 4 1 0 1 3 1 0.00018738288225323682
0 1 1 2 1 1 2 2 0 0.45642483214315144
0 1 0 2 2 1 3 0 2 0.8700972911313827
1 1 2 4 2 1 0 2 5 0.9168228607182981
1 0 0 0 1 0 0 5 1 0.6346055410224576
0 1 3 3 1 1 1 5 3 1.043529751021113
0 1 2 1 3 0 2 5 1 0.15536095271608427
1 1 0 2 1 1 1 2 0 0.5848092123419826
1 1 1 2 0 0 2 2 1 0.6177221612930828
0 1 1 2 2 0 0 0 5 0.4850939814641553
1 0 1 0 1 0 0 2 5 0.507369055882137
0 0 1 0 0 1 0 5 4 0.7153860618151842
0 1 1 0 0 1 2 5 3 0.8237583007113566
0 0 2 1 1 0 3 3 5 0.09474041066405083
0 1 2 2 2 0 1 0 5 0.6896507351688888
0 0 2 2 0 1 3 5 4 0.8801922183527023
1 0 2 0 2 0 0 3 3 0.0006467289855014117
1 0 0 2 1 1 2 5 1 0.6979808671210997
1 0 1 0 2 1 3 5 5 0.7648936369056175
0 1 0 1 2 0 0 2 3 0.3420615618292521
1 1 2 2 3 1 0 0 3 0.9137096533078868
0 1 1 2 3 0 1 3 3 0.06420577532453982
1 0 1 2 2 1 1 5 4 0.8736181592355396
1 0 1 2 2 0 3 3 0 0.0011645564191344513
0 0 0 0 1 1 0 0 3 0.22487678261821398
1 0 3 3 0 1 1 5 2 0.8018613313576592
0 1 3 3 3 0 1 2 2 0.735205445254226
0 0 2 2 0 0 3 0 2 0.6664849617485519
0 0 0 2 0 1 3 0 3 0.5449144555335034
1 0 0 2 2 0 1 3 0 0.0013180862163771655
1 1 1 0 3 0 3 2 5 0.5911414386186468
0 0 0 2 3 1 1 5 3 0.44299100776119443
1 0 1 1 2 1 0 2 5 0.7299161420968591
1 0 2 2 1 1 1 5 2 0.9630870760527808
1 0 0 0 1 0 0 3 4 0.0001679342007027913
1 1 1 4 3 1 2 4 5 1.3056227781058
0 1 2 2 1 1 2 0 2 0.5061409605312591
0 0 0 1 1 0 1 5 5 0.6007936169232297
1 0 1 2 3 1 2 1 3 0.8345522291559367
1 0 0 1 0 1 3 0 5 0.6971414523578703
0 1 2 0 3 1 2 0 5 0.651874029577906
1 0 2 2 3 0 3 3 5 0.028815905514001625
1 1 2 4 1 1 3 2 0 1.090362482595752
1 0 0 2 3 0 2 1 0 0.16556150849922485
0 1 2 1 0 1 2 4 2 1.059765442103544
1 0 1 2 2 0 1 3 4 0.00297660121921876
1 1 1 0 1 0 1 0 5 0.6688798445252668
0 0 0 0 3 0 3 5 0 0.07665542911225588
1 0 1 1 3 1 1 0 0 1.2798817384659393
1 1 1 2 1 0 2 5 2 0.46461651141877935
0 1 0 0 1 1 0 5 3 0.6147908064698345
1 1 1 1 3 0 3 3 2 0.013200725951234279
0 0 0 0 2 1 3 3 0 0.0002508996102633272
0 1 2 4 1 0 0 3 1 0.0012542122590075953
0 0 1 0 0 1 2 2 4 0.8418559151678086
1 1 2 1 0 0 2 4 5 0.8380178060449133
0 1 2 4 3 1 1 3 4 0.00023199889013154933
0 1 0 2 2 1 3 2 3 0.9327028642467243
0 1 0 0 1 0 2 1 4 0.35315059540238053
0 0 2 2 0 1 0 0 0 0.5471484385760204
1 0 1 1 3 1 3 0 4 0.8940205644721666
1 1 0 2 3 0 1 0 3 0.6091303131412487
0 1 1 1 1 0 0 5 3 0.5406208209714906
0 0 0 1 1 0 2 5 5 0.45203006751369723
1 0 3 3 0 1 2 2 2 0.8074029191702814
1 0 0 1 1 1 2 1 1 0.7462062766597313
1 0 0 2 0 0 1 3 0 0.0012962942812401014
1 0 3 3 1 1 0 0 5 1.1126545339943694
1 0 2 0 3 0 0 0 1 0.0707988283427043
1 1 3 3 0 1 0 5 3 0.8794651273862519
0 1 0 4 2 0 1 2 1 0.7677825294721768
0 1 1 4 1 0 2 1 3 0.42149419589739345
1 1 0 1 2 1 0 5 4 0.6960650920879348
1 1 0 0 0 0 2 1 2 0.6200801436949415
1 1 3 3 1 1 2 3 0 0.002641573068444384
1 0 1 0 1 0 1 5 0 0.47167757825147966
0 1 1 0 1 0 0 2 1 0.5178616149206835
0 0 3 3 1 0 2 1 2 0.6460439211656148
1 0 0 0 0 1 1 0 2 0.6337843687135235
0 1 0 2 2 0 3 0 1 0.4122736595943388
1 0 0 2 1 0 2 2 4 0.5849381022824679
1 0 2 1 3 0 2 3 1 0.025238809972943643
1 0 0 0 0 0 3 2 4 0.702288115930965
0 1 1 1 3 1 2 0 1 0.5392727049229252
0 1 0 0 1 0 2 5 5 0.7720101310385534
0 1 3 3 1 1 2 5 2 0.9371498201085209
0 0 2 1 2 1 0 0 5 0.47166636689308106
0 0 0 2 3 0 0 3 2 0.018099791540602615
0 1 0 0 0 1 3 2 5 0.8657763824442573
0 0 2 0 0 1 2 0 3 0.8717761180695032
1 0 2 1 1 1 2 1 1 0.635694068529493
1 1 0 0 2 0 0 5 5 0.3711229367229469
1 1 3 3 3 1 0 5 0 1.3015465895068903
0 1 1 2 3 0 0 0 4 0.4923790867256447
1 0 2 1 2 1 0 3 2 0.001146023894133481
0 0 0 1 3 1 3 3 1 0.000633245880416337
1 0 2 1 2 1 0 0 0 0.16086355855476478
0 1 3 3 3 1 1 5 1 0.33435887246918483
1 0 0 2 1 0 0 3 3 0.0165773997702563
0 1 3 3 2 1 3 2 3 3.462417832425169
0 0 0 1 1 1 2 4 0 0.5519719463770902
1 1 2 4 2 0 1 3 2 0.000256736296005143
1 0 3 3 1 1 2 5 5 0.8275635900242548
0 1 0 2 1 1 3 3 5 0.014320960945819155
0 1 0 2 0 1 3 0 5 0.9807965884763062
0 0 1 2 3 0 0 3 0 0.0011767464972039577
1 0 1 2 0 0 3 5 2 0.8062273361948605
0 1 2 2 3 0 3 0 2 0.23528143604604673
0 1 0 1 0 0 1 0 0 0.7336465716432837
0 1 2 0 2 0 3 0 2 0.3796191296996804
1 0 3 3 0 1 1 0 4 0.8539641108053755
0 0 0 1 1 1 3 0 4 0.6556852297856808
1 1 2 1 0 1 0 0 4 1.0205240629275216
0 1 0 2 3 0 3 0 1 0.49513016484120326
0 1 0 0 0 0 0 0 3 0.4657678665493964
1 1 1 1 3 1 0 3 0 0.0006521950189516796
0 0 2 1 3 1 2 0 4 0.5246001740896714
0 1 2 1 3 1 2 1 1 0.5623856054269898
1 1 1 1 2 0 2 3 0 0.0005139731542811722
1 0 1 2 0 0 0 5 4 0.5386414609873503
0 1 1 4 2 0 2 0 4 0.540557006931697
1 0 1 0 1 0 3 0 0 0.34047205749757126
1 1 2 1 2 0 1 5 0 0.5354907557246691
1 0 0 0 2 0 0 3 2 0.00017139471799947244
1 1 0 0 1 0 3 5 3 0.5159268592360662
1 1 2 0 0 1 0 0 4 0.9928234080716667
1 0 0 2 2 0 2 0 1 0.4471291135258087
1 1 2 4 0 1 2 1 3 0.7959264109930686
0 1 1 1 0 0 1 5 3 0.66525481580456
1 1 0 2 1 1 2 3 4 0.0005605322543971622
1 0 1 0 0 0 2 0 3 0.5459570697774175
0 0 2 0 2 1 2 1 2 0.6692113693292653
1 1 0 0 2 0 2 4 4 0.6304037567312053
0 0 2 0 2 1 2 0 4 0.47917464061716525
0 0 0 1 0 1 3 2 1 0.6192156274767238
0 1 0 4 2 0 1 0 1 0.5663283937410548
1 0 1 0 3 0 2 3 2 0.00027500384650096704
0 0 0 0 0 1 2 4 2 1.3512233467168009
0 0 3 3 2 1 2 5 4 3.4255915859175903
1 1 0 1 2 0 0 5 1 0.46527054326206213
0 0 0 0 2 1 0 0 3 0.16865758696366048
0 1 0 2 3 0 1 2 3 0.6654853522025697
0 0 1 0 0 1 2 4 1 0.8889765727159129
0 0 1 2 1 1 2 0 2 0.3966278741937929
1 0 1 2 1 0 2 4 5 0.6566445223347835
0 1 1 4 3 1 2 2 5 0.8403169389091792
1 1 0 0 0 1 0 5 1 0.8522985121179475
0 1 0 4 0 0 3 3 3 0.00047371636709106225
0 0 1 2 2 1 3 3 2 0.0038669745316033195
0 1 0 4 3 1 2 5 0 0.046354667868694154
1 0 0 0 0 1 2 2 5 0.7554262265429968
0 1 1 4 3 0 3 3 0 0.0001419242443394187
0 0 2 1 0 1 3 0 0 0.4869016588953099
1 1 1 0 1 0 2 3 3 0.00034075373569220877
0 0 1 2 0 1 0 5 2 0.6643852090976979
1 1 2 1 3 1 1 3 3 0.00572203257188024
0 1 0 1 0 1 3 5 1 0.8615515506232236
1 0 3 3 1 1 0 5 1 0.644576745498367
1 1 0 2 0 0 2 2 3 0.8091481311557901
1 1 0 2 0 0 2 1 3 0.7465371225476445
1 0 1 0 0 0 1 2 4 0.6116114360846163
0 1 0 2 2 0 0 0 1 0.19918581056180484
0 0 1 0 1 1 3 3 3 0.0007295241889927086
0 1 2 4 1 1 3 0 5 0.7354856807667229
1 1 0 0 1 0 2 2 4 0.5661463424000414
1 0 2 0 1 0 3 3 0 0.000604026349855758
0 0 0 0 3 1 2 0 4 0.44745972391158245
1 1 1 0 3 1 0 5 5 0.9714524434308062
0 1 0 2 3 1 3 3 4 0.00040484865256148957
1 0 3 3 3 0 3 2 3 0.5713507983838079
0 1 1 0 2 1 1 0 1 0.5882549179617019
1 0 2 2 0 0 2 3 4 0.0993194456727392
0 0 1 2 1 0 0 5 0 0.17207068035130269
0 1 2 4 1 1 1 3 0 0.002061634924149246
1 1 0 0 1 0 0 5 2 0.49426869023570097
0 1 2 4 3 0 1 2 0 0.47658841362270066
1 0 0 1 3 0 3 0 5 0.44184672192128
1 1 0 1 3 0 1 0 0 0.18364025961518002
1 0 1 2 2 1 0 0 4 0.8765131394629319
1 1 1 4 1 0 3 5 0 0.35766330103576527
0 0 0 1 1 1 2 5 0 0.44567493981078976
0 1 1 2 0 0 3 0 5 0.9969802050410627
